Datetime,Transect1,Transect2,Transect3,Transect4,Transect5,Transect6,Transect7,Transect8,Transect9
1979-01-01,0.7043115499348654,0.7041090328847613,0.7036868854478355,0.7027598244047504,0.6997727707983549,0.6983332399529482,0.697858949201052,0.6975857412920434,0.6967633832211011
1979-01-02,1.0314079790049266,1.0294975131422048,1.0262846749596557,1.0204316966452407,1.0089956761972148,1.0003075069338372,0.9965740545337172,0.9946093620762588,0.9891846833766712
1979-01-03,0.8031801173489528,0.8022306270078655,0.8006410267369372,0.7977480777223457,0.7919792757044536,0.7876736027188886,0.7858334894873547,0.7848610508927607,0.7821627152036273
1979-01-04,0.8296932869752427,0.8298157334612041,0.8299835258776685,0.8302000767484058,0.8299859534737576,0.8298965940311482,0.8298748997406247,0.8298538402733643,0.8297663500182694
1979-01-05,1.2432388147884612,1.2430649392967814,1.2426799587727564,1.2417914678183526,1.2388914063987777,1.2369286559879664,1.236142910285876,1.235715993815745,1.2345010405225734
1979-01-06,1.179814261041884,1.1798141986993242,1.1798136209574832,1.1798116272305437,1.1798018556308072,1.1797944307984791,1.1797913911266875,1.1797897544173783,1.1797851432509947
1979-01-07,1.2381553828207128,1.2381553773435576,1.238155367140643,1.2381553468928506,1.2381552990439186,1.2381552612082798,1.2381552451777185,1.2381552368166442,1.2381552140477792
1979-01-08,1.1436014887253312,1.143601481329124,1.143601454542605,1.1436013778041123,1.143601057043321,1.1436008017270078,1.143600695350519,1.1436006387412467,1.1436004812266392
1979-01-09,1.5633992203268503,1.5633992198511228,1.563399219070944,1.56339921771575,1.5633992156566854,1.5633992140383872,1.5633992133381125,1.5633992129824723,1.5633992120427291
1979-01-10,1.5740278469091924,1.5715208952477413,1.5675027012867433,1.5607188793388438,1.5516928128551366,1.544685277885728,1.541640790709498,1.5401118840789392,1.5361253476537682
1979-01-11,1.3402478262969084,1.3349931258501015,1.3265609858861798,1.312321072104295,1.2931726322320636,1.2783462391525933,1.2719377156577087,1.2687240215549735,1.2603598570498715
1979-01-12,1.0115479145890136,1.0115173020894344,1.011468069443788,1.0113845652359497,1.0112712547187497,1.0111816503338282,1.011142520960884,1.011122834126697,1.0110713815391208
1979-01-13,0.8524544461020236,0.8492293360024111,0.8440597213454801,0.8353166998298475,0.8231072397856583,0.8138802922826736,0.8099282254015436,0.8079340847902661,0.8027013405819068
1979-01-14,1.1336319593535549,1.1336304253333624,1.1336279504978544,1.133623730160832,1.1336178099836265,1.133613274357003,1.1336113121351317,1.1336103190080051,1.1336077046003137
1979-01-15,1.6067649100648795,1.6049316957103612,1.6019425589326362,1.596484878425449,1.5828581433503093,1.5725075994215745,1.5681330268251457,1.5657820526844524,1.5591027363087977
1979-01-16,1.382339567383435,1.381944019221642,1.381290804706984,1.3801128485339589,1.3777681737304168,1.3760232565451376,1.3752783299881246,1.3748840431510552,1.3737882070355547
1979-01-17,1.3356003763091655,1.334787505442392,1.333534672949123,1.331406104705184,1.3276511324696192,1.3256521268487398,1.3248602812602135,1.3244094900038137,1.3230491885852602
1979-01-18,1.1856203181803315,1.1845201729892307,1.182792545630396,1.1797721000077117,1.1738365955169183,1.1705241834196964,1.1692017550595175,1.1684501078888,1.1661812328104877
1979-01-19,1.1514658891185088,1.150466779531871,1.1489790551242838,1.146618145544308,1.143803339030104,1.1425477332079736,1.1420710546494826,1.1418057540882374,1.141017983088835
1979-01-20,1.4091372050007678,1.407330465692333,1.4047645840313263,1.4009719605897906,1.3985394759126089,1.397523313896517,1.397064704071885,1.396828238203138,1.3961721077982858
1979-01-21,1.5761289773189566,1.573058400601055,1.5685511242648524,1.5616762753934614,1.555969973169092,1.5524799633069108,1.5509823399564506,1.5502509247422256,1.5483914393039675
1979-01-22,1.976246535844269,1.9715089075436731,1.963940346974356,1.9511312833321968,1.9321330724044763,1.9180808977734056,1.912128327573816,1.9090968788165563,1.901040354642868
1979-01-23,1.6218102949608706,1.621080280769075,1.6198679230089723,1.617704408532609,1.6138711912029504,1.6108483128299176,1.6095368119801303,1.6088570034220795,1.6070141751984668
1979-01-24,1.2968659694519151,1.2966895796145654,1.296402736776131,1.2959026648410374,1.295073352515374,1.2944738808793128,1.2942196578346803,1.2940875690880456,1.2937284966807487
1979-01-25,1.2963974137558956,1.2963543861880304,1.29628445252227,1.296163781692403,1.2959823208880892,1.2958493565832232,1.2957927277129009,1.2957637613064446,1.295686540472267
1979-01-26,1.3130840888330653,1.3088662376947158,1.302072502141949,1.2905067331506022,1.273827884756295,1.2612690549953431,1.2558983282566054,1.253176340655512,1.2459935521428795
1979-01-27,1.5591262724964403,1.5526120911302017,1.5423397707835431,1.525208169359907,1.5001176888715242,1.481411065486934,1.4735104234714722,1.4694975042440657,1.4588515016448187
1979-01-28,1.3020789196150249,1.2976786526748576,1.2906863246999172,1.27895440772192,1.2622364020343808,1.2497453915467915,1.2444453739074797,1.241765313175908,1.2347039579814278
1979-01-29,1.10718544817841,1.1047912729532532,1.1010358808293768,1.0947977568808582,1.0858574759662964,1.079358118824969,1.0766204455128,1.0752276523290418,1.0715264874259918
1979-01-30,1.1027293944776964,1.1015602221625107,1.0997493756724313,1.0968033358283926,1.093181398988853,1.090740614010205,1.0897265651979002,1.0892185909100336,1.087894775130231
1979-01-31,1.188858825556357,1.1886000296730006,1.1881881160511854,1.1874968096366056,1.1865865447251047,1.1859062046576816,1.185612985557863,1.1854653021123218,1.1850786962934707
1979-02-01,1.186160795760487,1.1858289457282412,1.185292556731413,1.1843742815446752,1.183037109520071,1.181992627704889,1.1815397700165085,1.1813100730706485,1.1807037347979
1979-02-02,1.2292903688807928,1.2289193202743742,1.2283188692684854,1.2272902378888262,1.2257945156667884,1.2246163033847988,1.2241046178144628,1.2238454445467488,1.2231626744674933
1979-02-03,1.4922729077811745,1.4922541722818734,1.4922241999141992,1.4921736370940153,1.4921065360201733,1.4920548000541156,1.492032299937066,1.492020975122026,1.491991360603663
1979-02-04,1.81429688143827,1.8089327307847,1.80097066505798,1.788417320925349,1.7737819453026968,1.763049150273252,1.7582774996214876,1.7558016334475433,1.7490273346427625
1979-02-05,1.9960829025100504,1.995170664320196,1.9941127940897152,1.9930185429387104,1.994473928289127,1.994996385591307,1.9950804317921056,1.9951583633453616,1.995470888898882
1979-02-06,1.3686231782540852,1.368307566084277,1.3680019581397025,1.3677109348884,1.3669433823017174,1.3666270315239242,1.366495540839713,1.366388200037721,1.3659536146415243
1979-02-07,1.035816604215102,1.033914050724598,1.0310931647310695,1.026683571743208,1.0214116401164732,1.018069602633771,1.0166952017583248,1.0159869860297035,1.0140598963095502
1979-02-08,1.0941797266789175,1.0910565587604384,1.086100646592239,1.077845324964885,1.067416851170133,1.059635321307829,1.0562970663801328,1.0546316922137209,1.0503246108175648
1979-02-09,0.9031227082237654,0.9017609511444522,0.899582864132847,0.8959118326200076,0.8909900226944419,0.8872489042167434,0.8856357721194676,0.884824590997832,0.8827057993763997
1979-02-10,1.1384857506954864,1.138181585179588,1.137666501691356,1.136739332303024,1.1350197292075648,1.133851680522779,1.1333818352724905,1.133139061166921,1.1324859229585724
1979-02-11,1.0492349305953288,1.0489425490860176,1.0484577015783592,1.0476070893043878,1.046137538316949,1.045175127982555,1.0447951294041045,1.0446005256626023,1.044082164586036
1979-02-12,0.9725157972762758,0.9725154836170096,0.9725149715192782,0.9725140840218308,0.9725127252579876,0.9725116674891452,0.9725112100304784,0.9725109768583764,0.9725103576915054
1979-02-13,1.085425848256217,1.0854256115632608,1.0854252184280295,1.0854245231684467,1.0854233595075284,1.0854224656557547,1.085422083012018,1.085421886629416,1.0854213610582637
1979-02-14,1.0247081578025683,1.0247009478539535,1.0246888071331282,1.0246668924575464,1.024626365395478,1.024594409194409,1.024580668246956,1.0245735660950606,1.0245543934002554
1979-02-15,0.824855817224756,0.824855013935104,0.8248537059068595,0.8248514459080178,0.8248480150063927,0.8248453069482946,0.8248441319027986,0.824843534250035,0.8248419511934376
1979-02-16,1.756462808870143,1.7552860125436898,1.7533403590625938,1.7498775153514108,1.7434085197254134,1.7381864690619686,1.7359293396512323,1.7347625522598145,1.731607809101431
1979-02-17,1.3550811320790497,1.353954940861043,1.3521153648202398,1.348861719624782,1.3423344508811843,1.3370305601054744,1.3347550406224802,1.333576395691612,1.330378355891228
1979-02-18,1.1948519662240369,1.1946103768994796,1.194214053789871,1.19351861451781,1.1923251407306483,1.1913505735051126,1.1909267517512043,1.1907093703348572,1.1901270580929022
1979-02-19,1.0146688335412946,1.0146550047981229,1.0146322638006195,1.0145923362342455,1.0145254074529804,1.0144710852155512,1.0144474413807427,1.0144353269045134,1.0144029301039534
1979-02-20,1.147866864151995,1.147866073269617,1.1478647706688745,1.147862485982569,1.1478588058688406,1.1478558740746971,1.147854599010971,1.147853946397824,1.1478522044267858
1979-02-21,1.1425151810090668,1.1425137727724295,1.1425114899247886,1.1425075768929756,1.1425019581559002,1.1424975159810522,1.1424955823599867,1.142494604295193,1.1424920312683329
1979-02-22,1.0128737863100326,1.0128731457786868,1.0128720974743732,1.012870280172997,1.0128675206323516,1.012865355443617,1.0128644194021377,1.0128639440468712,1.012862687846833
1979-02-23,1.1896304018441006,1.1895135102463703,1.1893158597617344,1.1889584572449226,1.1882994869011287,1.187842213700967,1.1876538842325148,1.1875556954012163,1.187288308116708
1979-02-24,1.0397289139493204,1.039373372848106,1.0387840051718211,1.037734811125556,1.035802279675286,1.034770435839881,1.0343888979868,1.0341827681100657,1.0335990368693833
1979-02-25,1.0504212857479287,1.050013759220256,1.049327252644584,1.048086407928742,1.045655131182449,1.0443133373632594,1.0438163769036437,1.043549378869277,1.0427983639968088
1979-02-26,1.1274296038539184,1.1274080610636976,1.1273724567738657,1.1273097599171138,1.1272066462953507,1.127130152891777,1.1270976412105604,1.1270809061293072,1.1270359701332546
1979-02-27,1.035770441683973,1.0344095245665943,1.032143473774088,1.0280774494783165,1.0205867582662864,1.014870407462178,1.0124144722958175,1.0111321607977513,1.0076248487456358
1979-02-28,1.0093750256600138,1.008684283482937,1.0075301587567127,1.0054471054831482,1.001461329326176,0.9983252675307832,0.996971358959762,0.9962655719733332,0.994339023763638
